# UltraFIBU - Kontenrahmen SKR04 (vollstaendig)
#
# Erzeugt aus dem DATEV-Kontenrahmen-PDF (BilRUG-Fassung, Stand 2026) mit
# Apps/UltraFIBU/tools/skr-pdf-extrahieren.py. Spaltenbedeutung nach der
# Legende des PDF:
#
#   bilanz_position      Fussnote 2) Bilanz- und GuV-Posten, grosse
#                        Kapitalgesellschaften, Gesamtkostenverfahren
#   funktion             KU/V/M Zusatzfunktion ueber einer Kontenklasse,
#                        AV/AM/S/F/R Hauptfunktion vor einem Konto, auch
#                        kombiniert (S/AV). AV und AM sind die
#                        DATEV-AUTOMATIKKONTEN.
#   abschlusszweck       HB Handelsbilanz, SB Steuerbilanz, EUeR
#   programmverbindung   U Umsatzsteuer, G Gewerbesteuer, K Koerperschaft
#   nummer_bis           gesetzt, wenn die Zeile einen Kontenbereich meint
#                        (im PDF als "0040-42" gedruckt). Solche Zeilen haben
#                        keine eigene Beschriftung; hier steht dann ihr
#                        Bilanz-Posten.
#
# STEUERSCHLUESSEL: uebernommen aus der bisherigen, handgepflegten Datei
# (0 Konten). Das PDF nennt die Automatikfunktion (AM/AV), nicht den
# Steuersatz - den aus einer Kontenbezeichnung zu lesen waere geraten. Wer
# weitere Schluessel setzt, prueft sie gegen die Steuerschluessel-Tabelle der
# Kanzlei.
#
# typ: fuer Konten ohne alten Eintrag aus der fuehrenden Ziffer abgeleitet -
# eine grobe Einordnung fuer die Auswertungen, keine Aussage des PDF.
#
nummer;bezeichnung;typ;steuerschluessel;euer_zeile;bwa_position;bilanz_position;funktion;abschlusszweck;programmverbindung;nummer_bis
2720;Grundstücksaufwand (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2721;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2729
2730;Grundstücksaufwand (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2731;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2739
2740;Grundstücksaufwand (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2741;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2749
2750;Grundstücksertrag (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2751;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2759
2760;Grundstücksertrag (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2761;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2769
2770;Grundstücksertrag (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2771;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2779
2780;Grundstücksertrag (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2781;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2789
2790;Grundstücksertrag (Teilhafter), Fremdkapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2791;Gezeichnetes Kapital;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2799
2900;Gezeichnetes Kapital 17);eigenkapital;;;;Gezeichnetes Kapital;KU;;K;
2901;Geschäftsguthaben der verbleibenden Mitglieder 17);eigenkapital;;;;Geschäftsguthaben der verbleibenden Mitglieder;;;K;
2902;Geschäftsguthaben der ausscheidenden Mitglieder 17);eigenkapital;;;;Geschäftsguthaben der ausscheidenden Mitglieder;;;K;
2903;Geschäftsguthaben aus gekündigten Geschäftsanteilen 17);eigenkapital;;;;Geschäftsguthaben aus gekündigten Geschäftsanteilen;;;K;
2906;Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt 17);eigenkapital;;;;Geschäftsguthaben der verbleibenden Mitglieder;;;K;
2907;Gegenkonto Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt;eigenkapital;;;;Geschäftsguthaben der verbleibenden Mitglieder;;;;
2908;Kapitalerhöhung aus Gesellschaftsmitteln 17);eigenkapital;;;;Gezeichnetes Kapital;KU;;K;
2909;Erworbene eigene Anteile 17);eigenkapital;;;;Eigene Anteile;KU;;K;
2910;Ausstehende Einlagen auf das gezeichnete Kapital, nicht eingefordert (Passivausweis, vom gezeichneten Kapital offen abgesetzt, eingeforderte ausstehende Einlagen s. Konto 1298) Seite 9;eigenkapital;;;;Nicht eingeforderte ausstehende Einlagen;KU;;;
2920;Kapitalrücklage 17);eigenkapital;;;;Kapitalrücklage;KU;;KK;
2925;Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag 17);eigenkapital;;;;Kapitalrücklage;KU;;K;
2926;Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen 17);eigenkapital;;;;Kapitalrücklage;KU;;K;
2927;Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile 17);eigenkapital;;;;Kapitalrücklage;KU;;K;
2928;Kapitalrücklage durch Zuzahlungen in das Eigenkapital 17);eigenkapital;;;;Kapitalrücklage;KU;;K;
2929;Nachschusskapital (Gegenkonto 1299) 17) Gewinnrücklagen;eigenkapital;;;;Kapitalrücklage;KU;;K;
2930;Gesetzliche Rücklage 17);eigenkapital;;;;Gesetzliche Rücklage;KU;;K;
2935;Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;eigenkapital;;;;Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;KU;;;
2937;Andere Ergebnisrücklagen 17);eigenkapital;;;;Andere Ergebnisrücklagen;KU;;K;
2950;Satzungsmäßige Rücklagen 17);eigenkapital;;;;Satzungsmäßige Rücklagen;KU;;K;
2959;Gesamthänderisch gebundene Rücklagen (mit Aufteilung für Kapitalkontenentwicklung);eigenkapital;;;;Rücklagen;F;;;
2960;Andere Gewinnrücklagen 17);eigenkapital;;;;Andere Gewinnrücklagen;KU;;K;
2961;Andere Gewinnrücklagen aus dem Erwerb eigener Anteile 17);eigenkapital;;;;Andere Gewinnrücklagen;KU;;K;
2962;Eigenkapitalanteil von Wertaufholungen 17);eigenkapital;;;;Andere Gewinnrücklagen;KU;;K;
2963;Gewinnrücklagen aus den Übergangsvorschriften BilMoG 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2964;Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Zuschreibung Sachanlagevermögen) 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2965;Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Zuschreibung Finanzanlagevermögen) 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2966;Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Auflösung der Sonderposten mit Rücklageanteil) 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2967;Latente Steuern (Gewinnrücklage Haben) aus erfolgsneutralen Verrechnungen 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2968;Latente Steuern (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2969;Rechnungsabgrenzungsposten (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen 11);eigenkapital;;;;Anfangskapital;KU;HB;;
2970;Gewinnvortrag vor Verwendung 17);eigenkapital;;;;Gewinn- / Verlustvortrag;KU;;KK;
2975;Gewinnvortrag vor Verwendung (mit Aufteilung für Kapitalkontenentwicklung);eigenkapital;;;;Gewinn- / Verlustvortrag vor Verwendung;F;;;
2977;Verlustvortrag vor Verwendung (mit Aufteilung für Kapitalkontenentwicklung);eigenkapital;;;;Gewinn- / Verlustvortrag vor Verwendung;F;;;
2978;Verlustvortrag vor Verwendung 17) Sonderposten mit Rücklageanteil;eigenkapital;;;;Gewinn- / Verlustvortrag;KU;;K;
2980;Übrige andere Sonderposten;eigenkapital;;;;Andere Sonderposten;KU;;;
2981;Steuerfreie Rücklagen nach § 6b EStG;eigenkapital;;;;Andere Sonderposten;KU;SB;;
2982;Rücklage für Ersatzbeschaffung;eigenkapital;;;;Andere Sonderposten;KU;SB;;
2988;Rücklage für Zuschüsse;eigenkapital;;;;Andere Sonderposten;KU;SB;;
2990;Sonderposten mit Rücklageanteil, Sonderabschreibungen 6);eigenkapital;;;;Sonderposten mit Rücklageanteil;KU;;;
2995;Ausgleichsposten bei Entnahmen § 4g EStG;eigenkapital;;;;Andere Sonderposten;KU;SB;;
2997;Sonderposten mit Rücklageanteil nach § 7g Abs. 5 EStG;eigenkapital;;;;Sonderposten mit Rücklageanteil;KU;;;
2998;Sonderposten für Zuschüsse Dritter;eigenkapital;;;;Sonderposten für Zuschüsse und Zulagen;KU;;;
2999;Sonderposten für Investitionszulagen Art.-Nr. 11175 2026-01-01;eigenkapital;;;;Sonderposten für Zuschüsse und Zulagen;KU;HB;;
3000;Rückstellungen für Pensionen und ähnliche Verpflichtungen;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;;;
3005;Rückstellungen für Pensionen und ähnliche Verpflichtungen gegenüber Gesellschaftern oder nahe stehenden Personen;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;;;
3009;Rückstellungen für Pensionen und ähnliche Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen oder Aktiver Unterschiedsbetrag aus der Vermögensverrechnung;KU;HB;;
3010;Rückstellungen für Direktzusagen;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;;;
3011;Rückstellungen für Zuschussverpflichtungen für Pensionskassen und Lebensversicherungen;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;;;
3015;Rückstellungen für pensionsähnliche Verpflichtungen;passiv;;;;Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;;;
3020;Steuerrückstellungen;passiv;;;;Steuerrückstellungen;KU;;;
3035;Gewerbesteuerrückstellung nach § 4 Abs. 5b EStG;passiv;;;;Steuerrückstellungen;KU;;;
3040;Körperschaftsteuerrückstellung;passiv;;;;Steuerrückstellungen;KU;;;
3050;Steuerrückstellung aus Steuerstundung (BStBK);passiv;;;;Steuerrückstellungen;KU;;;
3060;Rückstellung für latente Steuern;passiv;;;;Rückstellung für latente Steuern;KU;HB;;
3065;Passive latente Steuern;passiv;;;;Passive latente Steuern;KU;HB;;
3070;Sonstige Rückstellungen;passiv;;;;Sonstige Rückstellungen;;;;
3074;Rückstellungen für Personalkosten;passiv;;;;Sonstige Rückstellungen;;;;
3075;Rückstellungen für unterlassene Aufwendungen für Instandhaltung, Nachholung in den ersten drei Monaten;passiv;;;;Sonstige Rückstellungen;;;;
3076;Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zum langfristigen Verbleib;passiv;;;;Sonstige Rückstellungen;;;;
3077;Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB;passiv;;;;Sonstige Rückstellungen oder Aktiver Unterschiedsbetrag aus der Vermögensverrechnung;;HB;;
3079;Urlaubsrückstellungen;passiv;;;;Sonstige Rückstellungen;KU;;;
3085;Rückstellungen für Abraum- und Abfallbeseitigung;passiv;;;;Sonstige Rückstellungen;;;;
3090;Rückstellungen für Gewährleistungen (Gegenkonto 6790);passiv;;;;Sonstige Rückstellungen;;;;
3092;Rückstellungen für drohende Verluste aus schwebenden Geschäften;passiv;;;;Sonstige Rückstellungen;;HB;;
3095;Rückstellungen für Abschluss- und Prüfungskosten;passiv;;;;Sonstige Rückstellungen;;;;
3096;Rückstellungen zur Erfüllung der Aufbewahrungspflichten;passiv;;;;Sonstige Rückstellungen;;;;
3098;Sonstige Rückstellungen;passiv;;;;Sonstige Rückstellungen;R;;;
3099;Rückstellungen für Umweltschutz Verbindlichkeiten;passiv;;;;Sonstige Rückstellungen;;;;
3100;Anleihen, nicht konvertibel;passiv;;;;Anleihen;KU;;;
3101;– Restlaufzeit bis 1 Jahr;passiv;;;;Anleihen;KU;;;
3105;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Anleihen;KU;;;
3110;– Restlaufzeit größer 5 Jahre;passiv;;;;Anleihen;KU;;;
3120;Anleihen, konvertibel;passiv;;;;Anleihen;KU;;;
3121;– Restlaufzeit bis 1 Jahr;passiv;;;;Anleihen;KU;;;
3125;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Anleihen;KU;;;
3130;– Restlaufzeit größer 5 Jahre;passiv;;;;Anleihen;KU;;;
3150;Verbindlichkeiten gegenüber Kreditinstituten;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3151;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3160;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3170;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3180;Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3181;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3190;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3200;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3210;Verbindlichkeiten gegenüber Kreditinstituten, vor Restlaufzeitdifferenzierung;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
3249;Gegenkonto 3150-3209 bei Aufteilung der Konten 3210-3248;passiv;;;;Verbindlichkeiten gegenüber Kreditinstituten;KU;;;
3250;Erhaltene Anzahlungen auf Bestellungen (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;M;;;
3260;Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;AM;;U;
3261;Erhaltene, versteuerte Anzahlungen 5 % USt (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;AM;;U;
3262;Erhaltene Anzahlungen auf Bestellungen;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;R;;;3263
3264;Erhaltene, versteuerte Anzahlungen 0 % USt (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;AM;;U;
3270;Erhaltene, versteuerte Anzahlungen 16 % USt (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;AM;;U;
3271;Erhaltene Anzahlungen auf Bestellungen;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;R;;;
3272;Erhaltene, versteuerte Anzahlungen 19 % USt (Verbindlichkeiten);passiv;;;;Erhaltene Anzahlungen auf Bestellungen;AM;;U;
3273;Erhaltene Anzahlungen auf Bestellungen;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;R;;;3274
3279;Erhaltene Anzahlungen - Nachsteuer;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;M;;;
3280;Erhaltene Anzahlungen – Restlaufzeit bis 1 Jahr;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;M;;;
3284;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;M;;;
3285;– Restlaufzeit größer 5 Jahre;passiv;;;;Erhaltene Anzahlungen auf Bestellungen;M;;;
3300;Verbindlichkeiten aus Lieferungen und Leistungen;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;S;;;
3301;Verbindlichkeiten aus Lieferungen und Leistungen;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;R;;;3303
3305;Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EÜR);passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;EÜR;;
3306;Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR);passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;EÜR;;
3307;Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EÜR) Seite 11;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;EÜR;;
3309;Gegenkonto 3305-3307 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EÜR);passiv;;;;;F;EÜR;;
3310;Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;;;3333
3334;Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4 Abs. 3 EStG;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;EÜR;;
3335;Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent – Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;;;
3337;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;;;
3338;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen oder Sonstige Vermögensgegenstände;F;;;
3340;Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Vermögensgegenstände oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter;F;;;
3341;– Restlaufzeit bis 1 Jahr;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Vermögensgegenstände oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter;F;;;
3345;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Vermögensgegenstände oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter;F;;;
3348;– Restlaufzeit größer 5 Jahre;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Vermögensgegenstände oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter;F;;;
3349;Gegenkonto 3335-3348, 3420- 3449, 3470-3499 bei Aufteilung Kreditorenkonto;passiv;;;;Verbindlichkeiten aus Lieferungen und Leistungen S-Saldo oder Sonstige Vermögensgegenstände H-Saldo;KU;;;
3350;Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel;passiv;;;;Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel;R;;;3399
3400;Verbindlichkeiten gegenüber verbundenen Unternehmen;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;KU;;;
3401;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;KU;;;
3405;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;KU;;;
3410;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;KU;;;
3420;Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;F;;;
3421;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;F;;;
3425;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;F;;;
3430;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen;F;;;
3450;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
3451;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
3455;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
3460;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
3470;Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
3471;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
3475;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
3480;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
3500;Sonstige Verbindlichkeiten;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3501;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3504;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3507;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3509;Sonstige Verbindlichkeiten nach § 11 Abs. 2 Satz 2 EStG für § 4 Abs. 3 EStG;passiv;;;;Sonstige Verbindlichkeiten;KU;EÜR;;
3510;Verbindlichkeiten gegenüber Gesellschaftern;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter oder Sonstige Vermögensgegenstände;KU;;;
3511;– Restlaufzeit bis 1 Jahr;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern oder Andere Forderungen gegen Gesellschafter oder Forderungen gegen Gesellschafter oder Sonstige Vermögensgegenstände;KU;;;
3514;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
3517;– Restlaufzeit größer 5 Jahre;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
3519;Verbindlichkeiten gegenüber Gesellschaftern für offene Ausschüttungen;passiv;;;;Andere Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
3520;Verbindlichkeiten gegenüber typisch stillen Gesellschaftern;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3521;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3524;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3527;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3530;Verbindlichkeiten gegenüber atypisch stillen Gesellschaftern;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3531;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3534;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3537;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3540;Partiarische Darlehen;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3541;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3544;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3547;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3550;Erhaltene Kautionen;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3551;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3554;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3557;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
